X,Y,Z
198104.0,7420465.0,539.268514049
198134.0,7420535.0,534.744730627
198050.0,7420584.0,534.483592491
197955.0,7420614.0,535.560507318
197861.0,7420649.0,536.217395068
197798.0,7420715.0,534.988023527
197771.0,7420812.0,535.072707457
197796.0,7420897.0,536.544751666
197866.0,7420968.0,536.24090449
197937.0,7421038.0,535.224664789
197997.0,7421111.0,529.911945212
197956.0,7421202.0,528.02433904
197887.0,7421275.0,527.372073306
197818.0,7421348.0,525.864903945
197730.0,7421325.0,526.252118778
197637.0,7421289.0,526.538265384
197538.0,7421300.0,526.469599915
197468.0,7421367.0,526.881370369
197405.0,7421445.0,525.597301253
197328.0,7421503.0,523.182937383
197231.0,7421529.0,522.115757261
197134.0,7421555.0,521.455568838
197048.0,7421606.0,521.44236586
196962.0,7421656.0,521.601384288
196876.0,7421707.0,520.809484224
196787.0,7421751.0,519.273936178
196690.0,7421776.0,517.752262487
196592.0,7421793.0,517.81331332
196492.0,7421797.0,518.713101699
196394.0,7421812.0,517.907241283
196299.0,7421841.0,517.784719556
196203.0,7421871.0,518.219616019
196107.0,7421900.0,517.637629761
196011.0,7421895.0,517.614404852
195937.0,7421827.0,520.751394657
195860.0,7421765.0,521.957628445
195766.0,7421730.0,518.90262348
195682.0,7421677.0,520.087762592
195594.0,7421634.0,520.845686354
195495.0,7421645.0,521.619327405
195432.0,7421722.0,521.758622469
195376.0,7421804.0,521.842086961
195423.0,7421890.0,521.98673356
195479.0,7421973.0,528.037400397
195578.0,7421990.0,526.054503498
195675.0,7422010.0,520.701379447
195679.0,7422088.0,517.043221241
195619.0,7422167.0,514.893039594
195539.0,7422212.0,514.031085676
195447.0,7422250.0,512.855552494
195354.0,7422288.0,512.373444041
195265.0,7422333.0,511.897615334
195176.0,7422378.0,511.483089805
195083.0,7422416.0,511.426677075
194990.0,7422453.0,510.908694802
194891.0,7422466.0,511.818829459
194792.0,7422479.0,512.452121184
194693.0,7422493.0,512.74490644
194602.0,7422480.0,512.353879659
194514.0,7422434.0,514.172336132
194433.0,7422375.0,515.998719466
194352.0,7422316.0,516.000398356
194263.0,7422298.0,517.244910377
194168.0,7422329.0,518.670862468
194071.0,7422336.0,516.988093906
193972.0,7422323.0,518.228295577
193880.0,7422285.0,521.836903663
193787.0,7422247.0,523.421871122
193694.0,7422282.0,521.649862003
193599.0,7422297.0,522.030575395
193500.0,7422281.0,521.924541763
193400.0,7422277.0,522.772281389
193301.0,7422272.0,523.655454881
193205.0,7422251.0,524.263074447
193115.0,7422207.0,525.222564384
193019.0,7422196.0,526.283559117
192930.0,7422240.0,532.764240651
192887.0,7422326.0,530.17293581
192900.0,7422422.0,526.902323923
192972.0,7422493.0,527.040054771
192886.0,7422534.0,528.868800694
192796.0,7422578.0,528.034417987
192706.0,7422617.0,526.903374697
192622.0,7422565.0,531.240093934
192532.0,7422525.0,532.742879497
192475.0,7422605.0,533.101164061
192489.0,7422701.0,526.211555221
192499.0,7422788.0,523.34103291
192434.0,7422862.0,523.192467887
192466.0,7422954.0,523.600087518
192564.0,7422968.0,527.333655209
192662.0,7422950.0,529.602994496
192760.0,7422939.0,529.630051165
192859.0,7422955.0,525.828574638
192938.0,7423009.0,524.531089361
193016.0,7423068.0,516.212983219
192975.0,7423126.0,516.347393683
192888.0,7423174.0,521.122850197
192800.0,7423223.0,528.080335548
192712.0,7423270.0,528.882679615
192616.0,7423298.0,529.247689993
192520.0,7423325.0,526.157223564
192424.0,7423353.0,525.287889191
192338.0,7423402.0,525.140651421
192257.0,7423461.0,525.108830916
192176.0,7423520.0,527.490484942
192096.0,7423579.0,529.814541631
192015.0,7423637.0,528.368529321
191934.0,7423696.0,520.927571692
191842.0,7423688.0,525.04113088
191745.0,7423663.0,524.018624467
191646.0,7423673.0,516.42790301
191589.0,7423748.0,517.889033351
191544.0,7423837.0,518.910377895
191500.0,7423927.0,520.272094735
191433.0,7424000.0,521.343224841
191363.0,7424072.0,520.418518677
191292.0,7424143.0,519.67005659
191228.0,7424219.0,518.540540497
191146.0,7424257.0,518.123582794
191046.0,7424258.0,518.271294092
190949.0,7424238.0,520.068246124
190852.0,7424212.0,522.046016604
190763.0,7424234.0,521.628474057
190683.0,7424293.0,520.397953776
190594.0,7424329.0,521.973312018
190505.0,7424303.0,522.796218983
190405.0,7424296.0,520.078946646
190324.0,7424351.0,518.893991461
190244.0,7424407.0,520.208751665
190146.0,7424426.0,524.627464173
190049.0,7424412.0,527.713463704
189953.0,7424383.0,526.845673252
189858.0,7424355.0,528.681252595
189769.0,7424384.0,527.582798997
189686.0,7424440.0,527.916409024
189660.0,7424530.0,525.698318549
189652.0,7424630.0,524.287706629
189615.0,7424713.0,522.975361148
189533.0,7424770.0,525.712347831
189446.0,7424817.0,529.451129859
189352.0,7424851.0,529.062176745
189258.0,7424885.0,527.619266578
189164.0,7424919.0,526.205710311
189074.0,7424963.0,524.705640254
189001.0,7425022.0,517.884175282
188916.0,7425068.0,515.289252506
188846.0,7425139.0,513.806703278
188776.0,7425211.0,512.740750276
188685.0,7425199.0,514.576752111
188587.0,7425208.0,511.236427771
188519.0,7425275.0,510.570350939
188435.0,7425319.0,510.379782871
188343.0,7425358.0,511.217115271
188249.0,7425392.0,511.452369798
188153.0,7425416.0,512.063299388
188054.0,7425431.0,512.886926688
187955.0,7425446.0,513.274829049
187863.0,7425483.0,512.805868707
187767.0,7425505.0,515.175017534
187668.0,7425518.0,522.42273961
187577.0,7425558.0,523.131132747
187502.0,7425617.0,515.035103524
187466.0,7425710.0,510.634967683
187414.0,7425790.0,509.754517804
187326.0,7425837.0,509.036366639
187230.0,7425817.0,512.01611178
187133.0,7425791.0,510.354865167
187049.0,7425829.0,509.100901847
186974.0,7425895.0,513.956987585
186898.0,7425960.0,522.340332167
186805.0,7425996.0,511.245586043
186712.0,7426032.0,512.072448114
186619.0,7426069.0,519.214062484
186524.0,7426101.0,514.401005177
186487.0,7426178.0,508.782594996
186487.0,7426278.0,493.450509118
186487.0,7426378.0,491.17488941
186487.0,7426478.0,490.315019043
186487.0,7426578.0,489.599397087
186487.0,7426678.0,489.266972434
186487.0,7426778.0,489.039377608
186487.0,7426878.0,488.959043365
186487.0,7426978.0,488.845336505
186487.0,7427078.0,488.766655375
186487.0,7427178.0,488.821727623
186487.0,7427278.0,488.52667492
186487.0,7427378.0,487.817563756
186487.0,7427478.0,487.851455936
186487.0,7427578.0,487.773371139
186487.0,7427678.0,487.725745203
186487.0,7427778.0,487.663651644
186487.0,7427878.0,487.241758275
186487.0,7427978.0,487.04356358
186487.0,7428078.0,487.301476989
186487.0,7428178.0,487.053058842
186487.0,7428278.0,486.501991263
186487.0,7428378.0,486.493848442
186487.0,7428478.0,487.221650977
186487.0,7428578.0,488.366651895
186487.0,7428678.0,489.330807324
186487.0,7428778.0,491.033103061
186487.0,7428878.0,491.75910097
186487.0,7428978.0,492.158031362
186487.0,7429078.0,493.729500465
186487.0,7429178.0,497.572168572
186533.0,7429228.0,502.590137376
186574.0,7429137.0,502.303153865
186615.0,7429045.0,501.34972015
186655.0,7428954.0,498.745767259
186696.0,7428863.0,496.938110844
186742.0,7428774.0,495.598828371
186794.0,7428689.0,495.35652364
186845.0,7428603.0,496.680767501
186902.0,7428522.0,496.537803742
186983.0,7428463.0,496.423161521
187076.0,7428441.0,497.581660763
187176.0,7428438.0,499.534203933
187276.0,7428435.0,500.935084969
187376.0,7428431.0,504.386224261
187456.0,7428373.0,504.771687612
187535.0,7428311.0,504.498959564
187614.0,7428249.0,503.655917724
187666.0,7428166.0,502.876084863
187711.0,7428077.0,501.713419357
187756.0,7427987.0,498.843250367
187839.0,7427944.0,498.493763315
187931.0,7427984.0,500.882988894
188023.0,7428023.0,504.382504187
188104.0,7427974.0,503.728594228
188179.0,7427909.0,500.609816667
188264.0,7427908.0,502.956432836
188325.0,7427986.0,507.663690622
188387.0,7428065.0,513.446863948
188449.0,7428144.0,511.910169739
188533.0,7428197.0,512.625957828
188618.0,7428249.0,514.705141193
188704.0,7428302.0,515.185947254
188789.0,7428354.0,511.073485844
188862.0,7428421.0,504.971795812
188933.0,7428492.0,506.585054474
189004.0,7428562.0,504.947064638
189076.0,7428631.0,501.665741986
189155.0,7428693.0,502.220422142
189234.0,7428755.0,505.310285015
189312.0,7428816.0,505.165336135
189391.0,7428878.0,503.948707113
189442.0,7428950.0,502.696977102
189423.0,7429049.0,503.825947276
189432.0,7429142.0,503.672331336
189486.0,7429227.0,503.330830766
189571.0,7429271.0,502.688316022
189667.0,7429300.0,500.291054892
189760.0,7429335.0,497.354805569
189828.0,7429401.0,494.747680801
189807.0,7429477.0,494.751304291
189727.0,7429536.0,495.69943345
189668.0,7429617.0,494.990199022
189612.0,7429699.0,493.734971887
189590.0,7429786.0,491.632478846
189637.0,7429874.0,489.67673701
189663.0,7429970.0,490.640210506
189710.0,7430055.0,491.119009265
189775.0,7430130.0,490.135252761
189837.0,7430209.0,488.687219193
189886.0,7430293.0,486.883671849
189865.0,7430391.0,487.413722706
189844.0,7430488.0,487.58251827
189870.0,7430581.0,486.40762901
189876.0,7430673.0,485.673310558
189843.0,7430768.0,485.821252509
189862.0,7430866.0,484.7507414
189923.0,7430944.0,482.894514611
189974.0,7431019.0,481.500628966
189900.0,7431080.0,481.414685589
189803.0,7431056.0,482.394200639
189703.0,7431050.0,483.369413631
189605.0,7431036.0,485.147898986
189513.0,7430997.0,487.180055844
189426.0,7431020.0,487.232622806
189347.0,7431082.0,487.764996996
189303.0,7431163.0,487.7091754
189296.0,7431263.0,486.165370114
189288.0,7431362.0,484.365332687
189248.0,7431454.0,483.190074009
189181.0,7431526.0,482.71442834
189082.0,7431531.0,484.291871588
189007.0,7431495.0,485.004713319
188966.0,7431405.0,489.842839174
188889.0,7431342.0,489.49580062
188796.0,7431325.0,488.067712108
188696.0,7431334.0,488.342012558
188604.0,7431362.0,487.044551945
188532.0,7431431.0,486.237168451
188459.0,7431500.0,485.109016131
188379.0,7431558.0,483.54733941
188321.0,7431485.0,485.434976946
188264.0,7431402.0,486.980260212
188206.0,7431322.0,488.537963329
188109.0,7431297.0,489.297130169
188013.0,7431270.0,488.790607494
187926.0,7431222.0,489.588673908
187838.0,7431175.0,489.124147124
187744.0,7431206.0,489.394976989
187651.0,7431242.0,488.78719263
187556.0,7431272.0,488.477860254
187476.0,7431333.0,487.859386434
187420.0,7431407.0,487.00240173
187421.0,7431507.0,486.392798904
187421.0,7431607.0,486.055820833
187422.0,7431707.0,485.102728662
187422.0,7431807.0,484.313542878
187360.0,7431883.0,484.962031442
187274.0,7431933.0,485.84752099
187182.0,7431965.0,486.757172298
187082.0,7431970.0,488.435966184
186982.0,7431975.0,489.220816875
186882.0,7431983.0,489.634882381
186783.0,7431992.0,489.71051263
186685.0,7432006.0,488.197221468
186635.0,7432093.0,486.996508133
186585.0,7432180.0,486.201454955
186491.0,7432198.0,489.574442619
186487.0,7432297.0,486.12986844
186487.0,7432397.0,485.059165827
186487.0,7432497.0,483.635889175
186487.0,7432597.0,482.186280425
186487.0,7432697.0,480.000373019
186487.0,7432797.0,479.033030665
186487.0,7432897.0,479.010168337
186487.0,7432997.0,478.344416167
186487.0,7433097.0,477.937646351
186487.0,7433197.0,475.842687867
186487.0,7433297.0,475.738941843
186487.0,7433397.0,476.706504584
186487.0,7433497.0,475.799919396
186487.0,7433597.0,478.098188558
186487.0,7433697.0,479.401620558
186487.0,7433797.0,480.4882897
186487.0,7433897.0,480.651226965
186487.0,7433997.0,480.233027422
186487.0,7434097.0,479.760240817
186487.0,7434197.0,480.41540849
186487.0,7434297.0,479.996563548
186487.0,7434397.0,480.204931427
186487.0,7434497.0,480.267777518
186487.0,7434597.0,480.152861712
186487.0,7434697.0,479.663155576
186487.0,7434797.0,479.738146515
186487.0,7434897.0,479.646772834
186487.0,7434997.0,480.02683778
186487.0,7435097.0,480.037810047
186487.0,7435197.0,479.372100588
186487.0,7435297.0,479.248407166
186487.0,7435397.0,478.924258503
186487.0,7435497.0,478.835897922
186487.0,7435597.0,478.741672751
186487.0,7435697.0,478.531077454
186487.0,7435797.0,478.375266759
186487.0,7435897.0,478.300810342
186558.0,7435936.0,477.9988603
186658.0,7435936.0,477.899786313
186758.0,7435936.0,478.535881889
186858.0,7435936.0,477.924790905
186958.0,7435936.0,477.866656833
187058.0,7435936.0,477.96519764
187158.0,7435936.0,477.943651339
187258.0,7435936.0,477.736624915
187358.0,7435936.0,478.535040398
187458.0,7435936.0,478.228343242
187558.0,7435936.0,478.138957751
187658.0,7435936.0,478.205355165
187758.0,7435936.0,477.897167756
187858.0,7435936.0,477.73362527
187958.0,7435936.0,477.068748863
188058.0,7435936.0,476.734604934
188158.0,7435936.0,476.490897697
188258.0,7435936.0,476.57163203
188358.0,7435936.0,475.962025846
188458.0,7435936.0,475.873929994
188558.0,7435936.0,476.233794024
188658.0,7435936.0,475.790975415
188758.0,7435936.0,475.600890764
188858.0,7435936.0,475.345938208
188958.0,7435936.0,475.014239371
189058.0,7435936.0,474.874613835
189158.0,7435936.0,474.886280904
189258.0,7435936.0,474.800306167
189358.0,7435936.0,474.599945345
189458.0,7435936.0,474.484880243
189558.0,7435936.0,474.156648621
189658.0,7435936.0,474.013855273
189758.0,7435936.0,473.808941418
189858.0,7435936.0,473.605813894
189958.0,7435936.0,473.249809166
190058.0,7435936.0,472.820087179
190158.0,7435936.0,472.644034207
190258.0,7435936.0,472.760605793
190358.0,7435936.0,472.556429371
190458.0,7435936.0,472.347339105
190558.0,7435936.0,472.626108215
190658.0,7435936.0,472.239293903
190758.0,7435936.0,471.719225598
190858.0,7435936.0,471.560612161
190958.0,7435936.0,471.653832419
191058.0,7435936.0,471.30143402
191158.0,7435936.0,471.537365938
191258.0,7435936.0,470.671866817
191358.0,7435936.0,470.444277189
191458.0,7435936.0,470.378117466
191558.0,7435936.0,470.355743063
191658.0,7435936.0,470.110639564
191758.0,7435936.0,470.051603016
191858.0,7435936.0,471.087875525
191958.0,7435936.0,470.091968621
192058.0,7435936.0,469.456858201
192158.0,7435936.0,469.658925767
192258.0,7435936.0,469.293551201
192358.0,7435936.0,469.105088196
192458.0,7435936.0,468.947999833
192558.0,7435936.0,469.077519427
192658.0,7435936.0,468.996619231
192758.0,7435936.0,468.864559671
192858.0,7435936.0,468.875789106
192958.0,7435936.0,468.828549456
193058.0,7435936.0,468.919155513
193158.0,7435936.0,468.814628549
193258.0,7435936.0,468.882854314
193358.0,7435936.0,469.30438579
193458.0,7435936.0,468.560057131
193558.0,7435936.0,468.524255168
193658.0,7435936.0,468.336857088
193758.0,7435936.0,468.13945493
193858.0,7435936.0,467.992395609
193958.0,7435936.0,468.498476007
194058.0,7435936.0,468.245692449
194158.0,7435936.0,467.809491585
194258.0,7435936.0,467.594444593
194358.0,7435936.0,467.599201413
194458.0,7435936.0,467.499979615
194558.0,7435936.0,467.38429048
194658.0,7435936.0,467.22287622
194758.0,7435936.0,467.182288041
194858.0,7435936.0,467.034142221
194958.0,7435936.0,466.634166828
195058.0,7435936.0,466.113846443
195158.0,7435936.0,466.112924198
195258.0,7435936.0,466.151791817
195358.0,7435936.0,465.996048622
195458.0,7435936.0,465.842812042
195558.0,7435936.0,465.844359359
195658.0,7435936.0,465.674970784
195758.0,7435936.0,466.030883959
195858.0,7435936.0,465.995654019
195958.0,7435936.0,465.773324847
196058.0,7435936.0,465.87438481
196158.0,7435936.0,465.557079531
196258.0,7435936.0,465.901626706
196358.0,7435936.0,466.043949879
196458.0,7435936.0,465.707119007
196558.0,7435936.0,465.531742408
196658.0,7435936.0,465.439356935
196758.0,7435936.0,465.018382056
196858.0,7435936.0,464.758635803
196958.0,7435936.0,463.077588066
197058.0,7435936.0,461.810167158
197158.0,7435936.0,461.630555302
197258.0,7435936.0,461.356846681
197358.0,7435936.0,459.968815319
197458.0,7435936.0,459.486390045
197558.0,7435936.0,459.435552349
197658.0,7435936.0,461.595694911
197758.0,7435936.0,463.056753599
197858.0,7435936.0,463.744384844
197958.0,7435936.0,464.284921878
198058.0,7435936.0,464.527208926
198158.0,7435936.0,464.363670521
198258.0,7435936.0,463.760174176
198358.0,7435936.0,463.549994996
198458.0,7435936.0,463.320692668
198558.0,7435936.0,462.668969204
198658.0,7435936.0,462.377506766
198758.0,7435936.0,462.056976496
198858.0,7435936.0,462.354467285
198958.0,7435936.0,462.22232502
199058.0,7435936.0,462.151857084
199158.0,7435936.0,462.457703344
199258.0,7435936.0,462.587840897
199358.0,7435936.0,462.636846955
199458.0,7435936.0,462.469902513
199558.0,7435936.0,462.315565637
199658.0,7435936.0,462.362096685
199758.0,7435936.0,462.207319819
199858.0,7435936.0,462.272764992
199958.0,7435936.0,462.332850433
200058.0,7435936.0,461.865023498
200158.0,7435936.0,461.818100025
200258.0,7435936.0,461.509806732
200358.0,7435936.0,460.98695029
200458.0,7435936.0,460.769284889
200558.0,7435936.0,460.635585097
200658.0,7435936.0,461.041047483
200758.0,7435936.0,461.268668674
200858.0,7435936.0,461.114825577
200958.0,7435936.0,460.731421611
201058.0,7435936.0,460.895008435
201158.0,7435936.0,461.513520931
201258.0,7435936.0,461.096201632
201358.0,7435936.0,460.837021962
201458.0,7435936.0,460.528169073
201558.0,7435936.0,460.134031893
201658.0,7435936.0,460.298873431
201758.0,7435936.0,459.823311082
201858.0,7435936.0,459.845869455
201958.0,7435936.0,459.634093314
202058.0,7435936.0,459.42463457
202158.0,7435936.0,459.544268026
202258.0,7435936.0,459.521028631
202358.0,7435936.0,459.540365973
202458.0,7435936.0,459.522424123
202558.0,7435936.0,459.361675212
202658.0,7435936.0,459.339993767
202758.0,7435936.0,459.621468116
202858.0,7435936.0,459.608176024
202958.0,7435936.0,459.498004174
203058.0,7435936.0,459.652767438
203158.0,7435936.0,459.948415588
203258.0,7435936.0,460.383166184
203358.0,7435936.0,460.025226762
203458.0,7435936.0,459.84744391
203558.0,7435936.0,459.645523961
203658.0,7435936.0,459.640260377
203758.0,7435936.0,459.580130734
203858.0,7435936.0,459.641969384
203958.0,7435936.0,459.510993806
204058.0,7435936.0,459.391555589
204158.0,7435936.0,459.242827431
204258.0,7435936.0,459.125409293
204358.0,7435936.0,459.314602761
204458.0,7435936.0,459.419623112
204558.0,7435936.0,459.440258189
204658.0,7435936.0,459.321008482
204758.0,7435936.0,459.372014929
204858.0,7435936.0,459.43122025
204958.0,7435936.0,459.099497052
205058.0,7435936.0,459.374351848
205158.0,7435936.0,459.337160012
205258.0,7435936.0,459.232321042
205358.0,7435936.0,459.448962988
205458.0,7435936.0,459.663355841
205558.0,7435936.0,459.656367778
205658.0,7435936.0,460.289122073
205758.0,7435936.0,461.404907158
205858.0,7435936.0,462.292364774
205958.0,7435936.0,463.256255801
206058.0,7435936.0,464.261414886
206158.0,7435936.0,464.350946085
206258.0,7435936.0,462.654144401
206358.0,7435936.0,461.561470767
206458.0,7435936.0,461.004459226
206558.0,7435936.0,460.675263662
206658.0,7435936.0,460.622494148
206758.0,7435936.0,460.722973453
206858.0,7435936.0,460.739259954
206958.0,7435936.0,460.976041496
207058.0,7435936.0,460.995735305
207158.0,7435936.0,460.507046467
207258.0,7435936.0,460.282654409
207358.0,7435936.0,460.201274005
207458.0,7435936.0,460.268367904
207558.0,7435936.0,460.253937935
207658.0,7435936.0,460.225971654
207758.0,7435936.0,460.908813173
207858.0,7435936.0,460.692137506
207958.0,7435936.0,460.931974706
208058.0,7435936.0,461.230200839
208158.0,7435936.0,461.320757044
208258.0,7435936.0,461.095442219
208358.0,7435936.0,461.504021343
208458.0,7435936.0,461.623927249
208558.0,7435936.0,461.609486151
208658.0,7435936.0,461.530671341
208758.0,7435936.0,461.56041398
208858.0,7435936.0,461.792319701
208958.0,7435936.0,462.056283103
209058.0,7435936.0,462.336277214
209158.0,7435936.0,462.409441112
209258.0,7435936.0,462.433615004
209358.0,7435936.0,461.848165126
209458.0,7435936.0,462.053180369
209558.0,7435936.0,462.111560468
209658.0,7435936.0,461.776994335
209758.0,7435936.0,461.334103966
209858.0,7435936.0,461.300827257
209958.0,7435936.0,461.154535607
210058.0,7435936.0,461.273045179
210158.0,7435936.0,461.353080567
210258.0,7435936.0,461.505823558
210358.0,7435936.0,461.816729992
210458.0,7435936.0,462.078667268
210558.0,7435936.0,462.182049416
210658.0,7435936.0,462.360484877
210758.0,7435936.0,462.512348473
210858.0,7435936.0,462.887554949
210958.0,7435936.0,462.947621815
211058.0,7435936.0,462.975873462
211158.0,7435936.0,463.048542317
211258.0,7435936.0,463.111086817
211358.0,7435936.0,463.26882455
211458.0,7435936.0,463.475347159
211558.0,7435936.0,463.691877743
211658.0,7435936.0,464.149596162
211758.0,7435936.0,464.290774739
211858.0,7435936.0,464.087581089
211958.0,7435936.0,463.668376727
212058.0,7435936.0,464.943795305
212158.0,7435936.0,464.35042471
212258.0,7435936.0,464.138252777
212358.0,7435936.0,464.052170592
212458.0,7435936.0,463.717043757
212558.0,7435936.0,463.529198442
212658.0,7435936.0,463.628189694
212758.0,7435936.0,463.453770774
212858.0,7435936.0,463.086401437
212958.0,7435936.0,462.948294154
213058.0,7435936.0,462.872845933
213158.0,7435936.0,462.642675826
213258.0,7435936.0,462.616677659
213358.0,7435936.0,462.585154599
213458.0,7435936.0,462.717802598
213558.0,7435936.0,462.69330985
213658.0,7435936.0,462.756213451
213758.0,7435936.0,463.043558464
213858.0,7435936.0,462.846471539
213958.0,7435936.0,463.134207161
214058.0,7435936.0,463.148461485
214158.0,7435936.0,463.161887849
214258.0,7435936.0,463.665884191
214358.0,7435936.0,464.046147294
214458.0,7435936.0,463.706090501
214558.0,7435936.0,463.923562135
214658.0,7435936.0,464.153264867
214758.0,7435936.0,464.287343175
214858.0,7435936.0,464.312281242
214958.0,7435936.0,464.832245971
215058.0,7435936.0,465.05118121
215158.0,7435936.0,465.162433601
215258.0,7435936.0,465.363750136
215358.0,7435936.0,466.252844202
215458.0,7435936.0,465.653087016
215558.0,7435936.0,465.439177689
215658.0,7435936.0,465.19793167
215758.0,7435936.0,465.17307551
215858.0,7435936.0,465.360175513
215958.0,7435936.0,465.335785528
216058.0,7435936.0,465.277663912
216158.0,7435936.0,465.319202489
216258.0,7435936.0,464.7546529
216358.0,7435936.0,464.396874572
216458.0,7435936.0,464.586460335
216558.0,7435936.0,464.276587963
216658.0,7435936.0,464.283224561
216758.0,7435936.0,464.098173964
216858.0,7435936.0,463.989754144
216958.0,7435936.0,463.891859584
217058.0,7435936.0,463.676118921
217158.0,7435936.0,463.161643938
217258.0,7435936.0,463.435356332
217358.0,7435936.0,463.609840265
217458.0,7435936.0,463.522517245
217558.0,7435936.0,463.221945525
217658.0,7435936.0,463.480210651
217758.0,7435936.0,463.424187134
217858.0,7435936.0,463.51311703
217958.0,7435936.0,463.600234428
218058.0,7435936.0,463.669035308
218158.0,7435936.0,463.51804805
218258.0,7435936.0,464.10889639
218358.0,7435936.0,464.244779007
218458.0,7435936.0,464.253933222
218558.0,7435936.0,464.419089419
218658.0,7435936.0,464.644520468
218758.0,7435936.0,465.165518495
218858.0,7435936.0,465.093010234
218958.0,7435936.0,465.136196737
219058.0,7435936.0,465.258295052
219158.0,7435936.0,465.299694685
219258.0,7435936.0,465.114585535
219358.0,7435936.0,465.282883412
219458.0,7435936.0,465.651537805
219558.0,7435936.0,465.745428034
219658.0,7435936.0,465.784985822
219758.0,7435936.0,466.119622746
219858.0,7435936.0,466.180905579
219958.0,7435936.0,466.178490584
220058.0,7435936.0,466.157576622
220158.0,7435936.0,466.018119194
220258.0,7435936.0,466.104259805
220358.0,7435936.0,466.118145933
220458.0,7435936.0,466.094054671
220558.0,7435936.0,466.262422719
220658.0,7435936.0,466.513762755
220758.0,7435936.0,466.615773141
220858.0,7435936.0,466.699363342
220958.0,7435936.0,466.824902717
221058.0,7435936.0,467.418350203
221158.0,7435936.0,467.234960945
221258.0,7435936.0,467.178548982
221358.0,7435936.0,467.429879593
221458.0,7435936.0,467.477669942
221558.0,7435936.0,467.38219165
221658.0,7435936.0,467.484783356
221758.0,7435936.0,467.706494282
221858.0,7435936.0,467.805398605
221958.0,7435936.0,467.863878605
222058.0,7435936.0,467.935505691
222158.0,7435936.0,468.231804097
222258.0,7435936.0,468.487910295
222358.0,7435936.0,468.537036355
222458.0,7435936.0,468.550167239
222558.0,7435936.0,468.308913494
222658.0,7435936.0,468.347693046
222758.0,7435936.0,468.422808658
222858.0,7435936.0,468.539718625
222958.0,7435936.0,468.57316071
223058.0,7435936.0,468.628061512
223158.0,7435936.0,468.518252875
223258.0,7435936.0,468.301814446
223358.0,7435936.0,468.332586158
223458.0,7435936.0,468.478384608
223558.0,7435936.0,468.778210534
223658.0,7435936.0,469.11467501
223758.0,7435936.0,469.087557017
223858.0,7435936.0,468.602615546
223958.0,7435936.0,468.363334964
224058.0,7435936.0,468.244431791
224158.0,7435936.0,468.107359549
224258.0,7435936.0,467.657422478
224358.0,7435936.0,467.727417314
224458.0,7435936.0,467.788299408
224558.0,7435936.0,467.838368452
224658.0,7435936.0,467.969911821
224758.0,7435936.0,468.061385596
224858.0,7435936.0,468.036085365
224958.0,7435936.0,467.913579642
225058.0,7435936.0,467.776002999
225158.0,7435936.0,467.754514048
225258.0,7435936.0,467.75952489
225358.0,7435936.0,467.052523469
225458.0,7435936.0,467.810089145
225558.0,7435936.0,467.636345643
225658.0,7435936.0,467.647293444
225758.0,7435936.0,467.610998029
225858.0,7435936.0,467.423753343
225958.0,7435936.0,467.112313938
226058.0,7435936.0,467.264435081
226158.0,7435936.0,467.219939152
226258.0,7435936.0,467.176190349
226358.0,7435936.0,467.421325701
226458.0,7435936.0,467.350512616
226558.0,7435936.0,466.940211121
226658.0,7435936.0,467.078578282
226758.0,7435936.0,466.865088217
226858.0,7435936.0,466.718895593
226958.0,7435936.0,467.005714474
227058.0,7435936.0,467.177704223
227158.0,7435936.0,467.4115578
227258.0,7435936.0,467.233854406
227358.0,7435936.0,467.254403225
227458.0,7435936.0,467.141811585
227558.0,7435936.0,467.653574048
227658.0,7435936.0,467.624425732
227758.0,7435936.0,467.7902977
227858.0,7435936.0,467.750022435
227958.0,7435936.0,467.742244893
228058.0,7435936.0,467.9075575
228158.0,7435936.0,467.383317611
228258.0,7435936.0,467.799027012
228358.0,7435936.0,467.809441472
228458.0,7435936.0,467.722230871
228558.0,7435936.0,467.551228903
228658.0,7435936.0,467.711030001
228758.0,7435936.0,467.449251822
228858.0,7435936.0,467.265311987
228958.0,7435936.0,467.605915121
229058.0,7435936.0,467.876095046
229158.0,7435936.0,467.720230197
229258.0,7435936.0,467.606917012
229358.0,7435936.0,467.894663978
229458.0,7435936.0,468.151159995
229558.0,7435936.0,468.163969281
229658.0,7435936.0,468.234626703
229758.0,7435936.0,468.578119209
229858.0,7435936.0,468.948034206
229958.0,7435936.0,468.942885246
230058.0,7435936.0,468.946398688
230158.0,7435936.0,469.013880939
230258.0,7435936.0,469.195196927
230358.0,7435936.0,469.404550795
230458.0,7435936.0,468.901048944
230558.0,7435936.0,468.851163072
230658.0,7435936.0,468.86431996
230758.0,7435936.0,468.844291617
230858.0,7435936.0,468.407808998
230958.0,7435936.0,468.605806186
231058.0,7435936.0,468.633030677
231158.0,7435936.0,468.577347945
231258.0,7435936.0,468.670963167
231358.0,7435936.0,468.952274937
231458.0,7435936.0,468.620990585
231558.0,7435936.0,468.95741076
231658.0,7435936.0,468.80572206
231758.0,7435936.0,468.727047077
231858.0,7435936.0,468.671159103
231958.0,7435936.0,469.065028166
232058.0,7435936.0,469.017782333
232158.0,7435936.0,469.233914928
232258.0,7435936.0,469.355921388
232358.0,7435936.0,469.369384357
232458.0,7435936.0,469.361836535
232558.0,7435936.0,469.314545776
232658.0,7435936.0,469.498993761
232758.0,7435936.0,469.712666183
