X,Y,Z
193450.0,7401511.0,557.816288204
193432.0,7401412.0,558.198326289
193414.0,7401314.0,558.56593394
193384.0,7401219.0,558.945940192
193368.0,7401121.0,559.182159818
193367.0,7401021.0,559.754384757
193374.0,7400921.0,560.64246001
193395.0,7400824.0,561.513641748
193477.0,7400772.0,562.081904747
193540.0,7400696.0,563.051681065
193586.0,7400607.0,563.946633647
193606.0,7400509.0,564.586928256
193634.0,7400413.0,565.572951644
193663.0,7400318.0,566.675656329
193682.0,7400222.0,567.98872991
193608.0,7400156.0,568.054321581
193568.0,7400070.0,568.082731759
193553.0,7399971.0,569.220944867
193570.0,7399873.0,570.083123959
193600.0,7399778.0,570.401411264
193639.0,7399686.0,571.961027281
193658.0,7399589.0,572.821985385
193669.0,7399489.0,573.097443502
193674.0,7399389.0,574.196168267
193676.0,7399289.0,576.344952592
193665.0,7399190.0,575.894211772
193642.0,7399094.0,576.592884672
193608.0,7398999.0,578.959790331
193540.0,7398966.0,579.650522196
193456.0,7399021.0,577.394490986
193448.0,7399120.0,580.703930048
193446.0,7399220.0,578.02737268
193443.0,7399320.0,575.339425361
193357.0,7399368.0,572.974594703
193273.0,7399422.0,572.769309577
193203.0,7399492.0,571.972562278
193132.0,7399563.0,571.218001599
193082.0,7399529.0,571.807895392
193110.0,7399433.0,572.928908723
193130.0,7399337.0,573.824500596
193088.0,7399246.0,577.165051031
193039.0,7399162.0,578.537700928
192953.0,7399111.0,577.706011879
192867.0,7399059.0,578.160604197
192781.0,7399008.0,579.325136862
192690.0,7398967.0,581.260012034
192602.0,7398996.0,578.766352551
192518.0,7399050.0,579.458468123
192488.0,7399143.0,577.583406757
192435.0,7399225.0,582.544333195
192416.0,7399312.0,582.372433461
192449.0,7399407.0,575.162765085
192482.0,7399501.0,573.60392401
192419.0,7399516.0,573.140556575
192339.0,7399457.0,574.568686878
192258.0,7399397.0,575.733150117
192172.0,7399348.0,580.540912002
192079.0,7399312.0,582.152148397
191982.0,7399304.0,578.671406207
191898.0,7399345.0,578.243341567
191835.0,7399423.0,577.29337682
191832.0,7399519.0,576.279991234
191851.0,7399616.0,574.888699455
191930.0,7399677.0,574.595946664
192009.0,7399739.0,573.181283873
192096.0,7399787.0,572.104375651
192186.0,7399831.0,571.363799937
192276.0,7399874.0,571.425228499
192320.0,7399958.0,569.984054853
192360.0,7400046.0,569.648781363
192429.0,7400119.0,569.834693826
192499.0,7400191.0,568.65680283
192566.0,7400264.0,567.615456899
192624.0,7400345.0,566.225235856
192654.0,7400440.0,565.218693749
192685.0,7400536.0,563.84126618
192666.0,7400603.0,562.969153322
192573.0,7400618.0,562.716781905
192512.0,7400539.0,562.957606579
192445.0,7400467.0,563.401635512
192354.0,7400425.0,563.767014595
192263.0,7400383.0,564.67781592
192170.0,7400410.0,564.315474385
192079.0,7400451.0,564.093082038
192016.0,7400529.0,563.767961603
191989.0,7400618.0,564.088185044
192001.0,7400718.0,563.28941774
192045.0,7400804.0,562.548393159
192105.0,7400885.0,561.430950721
192147.0,7400971.0,559.923867073
192151.0,7401071.0,560.179882974
